id,titulo,autor,fecha_pub,cantidad_paginas,editorial,generos,categoria,sinopsis,imagen,precio
01,El Aleph,Jorge Luis Borges,1949,146,Losada,Narrativo,Ficcion,"El Aleph es un libro icónico de Jorge Luis Borges, el gran autor argentino admirado por García Márquez, Vargas Llosa, Banville y tantos otros escritores contemporáneos.",
